text
"### Instruction: Given a raw source for a product, generate related search keywords in Korean that are relevant to the raw source and practically usable.

### Raw Source:스마트 블루투스 이어폰 2023 신모델 무선 스포츠 방수 이어폰 터치 볼륨 조절 충전 케이스 포함 학생용 장시간 사용 가능
### Related Keywords:[스마트 블루투스 이어폰, 2023 무선 이어폰, 스포츠 방수 이어폰, 터치 볼륨 조절 이어폰, 충전 케이스 포함 이어폰, 장시간 사용 이어폰, 학생용 블루투스 이어폰]"
"### Instruction: Given a raw source for a product, generate a coherent and relevant product title in Korean.

### Raw Source:2024 봄 신상 플로럴 롱 드레스 여성 빈티지 아트 스타일 V넥 원피스 트렌디하고 세련된 일상 착용
### Product Title:봄 신상 플로럴 프린트 여성 롱 원피스 V넥 빈티지 스타일"
"### Instruction: Given a raw source for a product, generate five detailed descriptions in Korean. Each description should be relevant to the raw source.

### Raw Source:2024 신형 스마트 팔찌 스포츠 모니터링 심박수 혈압 걸음수 방수 멀티 기능 남녀 공용 블루투스 스마트워치
### Detailed Description:2024년 신형 스마트 팔찌는 스포츠 모니터링 기능을 포함하여 심박수, 혈압, 걸음수를 정확하게 측정해 줍니다.
남녀 공용으로 디자인된 이 스마트워치는 방수 기능이 있어 수영이나 비 오는 날에도 편리하게 사용할 수 있습니다.
블루투스 연결 기능을 통해 스마트폰과 쉽게 연동되어, 모든 중요한 알림을 바로바로 받아볼 수 있습니다.
멀티 기능을 갖춘 이 스마트 팔찌는 일상 생활은 물론 다양한 스포츠 활동에도 최적화되어 있습니다.
세련된 디자인과 높은 기능성으로, 어떠한 복장에도 잘 어울리며 일상의 편리함을 더해줍니다."
"### Instruction: Given a raw source for a product, generate five detailed descriptions in Korean. Each description should be relevant to the raw source.

### Raw Source:2023년 신형 애플 MacBook Pro 16인치 M2 칩 초슬림 노트북 터치 바 그레이 고성능 사무용 게임용
### Detailed Description:2023년 신형 애플 MacBook Pro 16인치는 M2 칩을 탑재하여 더욱 강력한 성능을 자랑합니다.
초슬림 디자인으로 휴대성이 우수하여 어디서든 편리하게 사용할 수 있습니다.
터치 바를 통해 사용자의 편의성을 극대화하고, 다양한 작업을 더욱 빠르고 효율적으로 수행할 수 있습니다.
그레이 색상의 고급스러운 디자인은 사무용은 물론 게임용으로도 손색이 없습니다.
16인치 대형 화면은 선명하고 생생한 색상을 제공해, 작업이나 엔터테인먼트 경험을 한층 더 향상시켜 줍니다."
"### Instruction: Given a raw source for a product, generate related search keywords in Korean that are relevant to the raw source and practically usable.

### Raw Source:2023 가을 신상 남성용 플레인 스탠딩 칼라 자켓 비즈니스 캐주얼 슬림핏 방풍 보온 상의
### Related Keywords:[남성 스탠딩 칼라 자켓, 2023 남성 가을 자켓, 비즈니스 캐주얼 자켓, 슬림핏 자켓, 방풍 남성 자켓, 보온 자켓, 가을 신상 자켓]"
"### Instruction: Given a raw source for a product, generate five detailed descriptions in Korean. Each description should be relevant to the raw source.

### Raw Source:카시오 G-SHOCK 방수 남성용 시계 2023 신제품 태양광 전자 시계 군사 전술 스포츠 시계 남성
### Detailed Description:카시오 G-SHOCK의 새로운 2023년 남성용 시계는 태양광을 이용해 충전되는 전자 시계로, 편리한 사용이 가능합니다.
이 시계는 방수 기능이 갖추어져 있어 수상 스포츠나 비 오는 날에도 걱정 없이 착용할 수 있습니다.
군사 전술에 적합하게 설계된 견고한 구조로 다양한 야외 활동 시에도 뛰어난 내구성을 자랑합니다.
스포츠 활동 시에도 편안하게 착용할 수 있는 디자인과 기능성을 갖추고 있어, 모든 운동을 보다 즐겁게 할 수 있습니다.
시계의 모던하고 남성적인 디자인은 일상 생활은 물론 공식적인 자리에서도 스타일을 더해줍니다."
"### Instruction: Given a raw source for a product, generate a coherent and relevant product title in Korean.

### Raw Source:2023 봄 신상 남성 자켓 순색 캐주얼 외투 스탠드 칼라 방풍 방수 스포츠 외투 패션 트렌드
### Product Title:2023 봄 신상 방풍 방수 남성 캐주얼 자켓"
